,Hero_1,Hero_2,Hero_3,Hero_4,Hero_5,Won
5538,Keeper of the Light,Omniknight,Sniper,Phantom Assassin,Spirit Breaker,1
5539,Bounty Hunter,Sven,Nature's Prophet,Lich,Pudge,1
5540,Nature's Prophet,Phantom Assassin,Weaver,Juggernaut,Tidehunter,1
5541,Gyrocopter,Riki,Kunkka,Queen of Pain,Jakiro,1
5542,Doom,Bloodseeker,Dark Seer,Troll Warlord,Sand King,1
5543,Kunkka,Phantom Lancer,Night Stalker,Lina,Vengeful Spirit,1
5544,Treant Protector,Skeleton King,Tidehunter,Tinker,Naga Siren,1
5545,Axe,Naga Siren,Timbersaw,Bounty Hunter,Shadow Shaman,1
5546,Chaos Knight,Shadow Fiend,Wisp,Magnus,Axe,1
5547,Vengeful Spirit,Zeus,Meepo,Slardar,Leshrac,1
5548,Templar Assassin,Sand King,Alchemist,Razor,Warlock,1
5549,Shadow Fiend,Crystal Maiden,Centaur Warrunner,Luna,Nyx Assassin,1
5550,Lifestealer,Clinkz,Crystal Maiden,Drow Ranger,Ancient Apparition,1
5551,Windrunner,Clockwerk,Rubick,Lone Druid,Tidehunter,1
5552,Wisp,Pudge,Luna,Enchantress,Night Stalker,1
5553,Tinker,Crystal Maiden,Axe,Enchantress,Juggernaut,1
5554,Leshrac,Witch Doctor,Phantom Lancer,Lifestealer,Ursa,1
5555,Rubick,Naga Siren,Necrolyte,Morphling,Lifestealer,1
5556,Invoker,Windrunner,Lich,Nature's Prophet,Meepo,1
5557,Lifestealer,Lone Druid,Batrider,Jakiro,Luna,1
5558,Puck,Venomancer,Weaver,Alchemist,Nature's Prophet,1
5559,Queen of Pain,Kunkka,Phantom Lancer,Lich,Nature's Prophet,1
5560,Pudge,Chen,Weaver,Lone Druid,Sand King,1
5561,Lifestealer,Drow Ranger,Silencer,Phantom Lancer,Windrunner,1
5562,Alchemist,Pugna,Naga Siren,Nyx Assassin,Gyrocopter,1
5563,Slark,Tidehunter,Invoker,Spirit Breaker,Lina,1
5564,Chen,Naga Siren,Queen of Pain,Venomancer,Pudge,1
5565,Spirit Breaker,Doom,Silencer,Nyx Assassin,Invoker,1
5566,Mirana,Warlock,Nyx Assassin,Lone Druid,Naga Siren,1
5567,Shadow Demon,Medusa,Pudge,Slark,Lina,1
5568,Keeper of the Light,Sniper,Axe,Alchemist,Earthshaker,1
5569,Phantom Lancer,Tidehunter,Tinker,Axe,Weaver,1
5570,Windrunner,Nature's Prophet,Alchemist,Crystal Maiden,Pudge,1
5571,Bounty Hunter,Riki,Rubick,Death Prophet,Omniknight,1
5572,Alchemist,Puck,Pudge,Doom,Weaver,1
5573,Dragon Knight,Pudge,Lycanthrope,Invoker,Shadow Demon,1
5574,Rubick,Ogre Magi,Kunkka,Silencer,Phantom Lancer,1
5575,Chen,Broodmother,Leshrac,Kunkka,Nyx Assassin,1
5576,Nyx Assassin,Lifestealer,Silencer,Leshrac,Venomancer,1
5577,Phantom Lancer,Keeper of the Light,Magnus,Drow Ranger,Pudge,1
5578,Troll Warlord,Silencer,Windrunner,Nyx Assassin,Pudge,1
5579,Faceless Void,Mirana,Shadow Shaman,Doom,Bane,1
5580,Tidehunter,Sand King,Queen of Pain,Dragon Knight,Skeleton King,1
5581,Bane,Slardar,Enigma,Skeleton King,Alchemist,1
5582,Disruptor,Lifestealer,Tiny,Mirana,Bounty Hunter,1
5583,Outworld Devourer,Undying,Nyx Assassin,Witch Doctor,Drow Ranger,1
5584,Axe,Ancient Apparition,Juggernaut,Dazzle,Storm Spirit,1
5585,Keeper of the Light,Lycanthrope,Invoker,Clinkz,Pudge,1
5586,Keeper of the Light,Alchemist,Rubick,Witch Doctor,Puck,1
5587,Shadow Demon,Sand King,Kunkka,Ogre Magi,Batrider,1
5588,Razor,Nyx Assassin,Lion,Ancient Apparition,Skeleton King,1
5589,Luna,Bounty Hunter,Nature's Prophet,Shadow Demon,Tiny,1
5590,Drow Ranger,Shadow Fiend,Nyx Assassin,Rubick,Bounty Hunter,1
5591,Shadow Fiend,Broodmother,Earthshaker,Tiny,Omniknight,1
5592,Tiny,Silencer,Rubick,Pudge,Beastmaster,1
5593,Pudge,Crystal Maiden,Nature's Prophet,Magnus,Faceless Void,1
5594,Medusa,Phantom Lancer,Lion,Enchantress,Night Stalker,1
5595,Clinkz,Sand King,Anti-Mage,Skeleton King,Nyx Assassin,1
5596,Invoker,Enigma,Spirit Breaker,Beastmaster,Weaver,1
5597,Lifestealer,Magnus,Alchemist,Visage,Axe,1
5598,Axe,Necrolyte,Huskar,Drow Ranger,Earthshaker,1
5599,Drow Ranger,Rubick,Doom,Nyx Assassin,Dark Seer,1
5600,Clinkz,Sniper,Brewmaster,Death Prophet,Jakiro,1
5601,Kunkka,Mirana,Zeus,Ogre Magi,Dazzle,1
5602,Rubick,Lich,Treant Protector,Puck,Lone Druid,1
5603,Drow Ranger,Jakiro,Storm Spirit,Meepo,Batrider,1
5604,Puck,Spirit Breaker,Broodmother,Necrolyte,Tinker,1
5605,Mirana,Drow Ranger,Spirit Breaker,Warlock,Troll Warlord,1
5606,Lifestealer,Leshrac,Weaver,Disruptor,Shadow Demon,1
5607,Lone Druid,Ancient Apparition,Slardar,Lion,Nyx Assassin,1
5608,Jakiro,Lone Druid,Weaver,Outworld Devourer,Keeper of the Light,1
5609,Clockwerk,Nature's Prophet,Puck,Warlock,Slardar,1
5610,Storm Spirit,Lion,Phantom Assassin,Tidehunter,Gyrocopter,1
5611,Mirana,Invoker,Axe,Drow Ranger,Ancient Apparition,1
5612,Juggernaut,Templar Assassin,Silencer,Axe,Faceless Void,1
5613,Zeus,Puck,Phantom Lancer,Naga Siren,Earthshaker,1
5614,Spectre,Centaur Warrunner,Pudge,Ancient Apparition,Silencer,1
5615,Bounty Hunter,Chaos Knight,Luna,Chen,Leshrac,1
5616,Clockwerk,Lone Druid,Phantom Lancer,Rubick,Slardar,1
5617,Anti-Mage,Crystal Maiden,Faceless Void,Beastmaster,Magnus,1
5618,Necrolyte,Venomancer,Tinker,Pudge,Medusa,1
5619,Mirana,Juggernaut,Shadow Shaman,Axe,Nature's Prophet,1
5620,Huskar,Razor,Dazzle,Queen of Pain,Rubick,1
5621,Nature's Prophet,Phantom Lancer,Puck,Pudge,Keeper of the Light,1
5622,Invoker,Ancient Apparition,Rubick,Faceless Void,Enigma,1
5623,Necrolyte,Puck,Ancient Apparition,Phantom Lancer,Luna,1
5624,Lina,Wisp,Lifestealer,Juggernaut,Gyrocopter,1
5625,Sniper,Storm Spirit,Wisp,Slark,Enchantress,1
5626,Mirana,Medusa,Doom,Outworld Devourer,Enigma,1
5627,Brewmaster,Nyx Assassin,Shadow Fiend,Spectre,Death Prophet,1
5628,Lion,Weaver,Queen of Pain,Centaur Warrunner,Dark Seer,1
5629,Shadow Fiend,Axe,Outworld Devourer,Phantom Assassin,Treant Protector,1
5630,Enigma,Clinkz,Spirit Breaker,Necrolyte,Ancient Apparition,1
5631,Silencer,Sand King,Enigma,Windrunner,Pudge,1
5632,Lich,Slark,Drow Ranger,Keeper of the Light,Troll Warlord,1
5633,Tiny,Medusa,Templar Assassin,Broodmother,Huskar,1
5634,Lina,Lifestealer,Earthshaker,Nyx Assassin,Dragon Knight,1
5635,Slark,Batrider,Pudge,Tidehunter,Anti-Mage,1
5636,Ancient Apparition,Lifestealer,Chaos Knight,Rubick,Nyx Assassin,1
5637,Pudge,Spectre,Troll Warlord,Alchemist,Bane,1
5638,Troll Warlord,Jakiro,Batrider,Tinker,Bane,1
5639,Slardar,Tinker,Wisp,Necrolyte,Bounty Hunter,1
5640,Luna,Beastmaster,Zeus,Troll Warlord,Keeper of the Light,1
5641,Clockwerk,Witch Doctor,Centaur Warrunner,Sand King,Queen of Pain,1
5642,Mirana,Bloodseeker,Lion,Clockwerk,Sniper,1
5643,Troll Warlord,Chaos Knight,Wisp,Juggernaut,Pudge,1
5644,Broodmother,Ancient Apparition,Zeus,Morphling,Bounty Hunter,1
5645,Rubick,Witch Doctor,Anti-Mage,Templar Assassin,Luna,1
5646,Omniknight,Rubick,Alchemist,Riki,Nyx Assassin,1
5647,Centaur Warrunner,Dragon Knight,Slardar,Dazzle,Outworld Devourer,1
5648,Lifestealer,Invoker,Phantom Lancer,Tidehunter,Ancient Apparition,1
5649,Nyx Assassin,Bane,Dark Seer,Lifestealer,Luna,1
5650,Pudge,Dragon Knight,Lina,Mirana,Shadow Demon,1
5651,Lina,Centaur Warrunner,Pudge,Shadow Demon,Anti-Mage,1
5652,Invoker,Tinker,Windrunner,Clinkz,Omniknight,1
5653,Drow Ranger,Clinkz,Puck,Pugna,Jakiro,1
5654,Lone Druid,Batrider,Silencer,Rubick,Invoker,1
5655,Disruptor,Pudge,Slark,Juggernaut,Troll Warlord,1
5656,Invoker,Slark,Storm Spirit,Nature's Prophet,Luna,1
5657,Queen of Pain,Tiny,Enchantress,Nyx Assassin,Ursa,1
5658,Undying,Lifestealer,Luna,Windrunner,Pudge,1
5659,Magnus,Templar Assassin,Razor,Anti-Mage,Keeper of the Light,1
5660,Vengeful Spirit,Nature's Prophet,Phantom Lancer,Centaur Warrunner,Shadow Fiend,1
5661,Timbersaw,Dark Seer,Enigma,Witch Doctor,Faceless Void,1
5662,Windrunner,Shadow Demon,Enigma,Night Stalker,Magnus,1
5663,Riki,Centaur Warrunner,Juggernaut,Lina,Crystal Maiden,1
5664,Puck,Sven,Omniknight,Dark Seer,Silencer,1
5665,Kunkka,Queen of Pain,Axe,Mirana,Drow Ranger,1
5666,Mirana,Nature's Prophet,Axe,Templar Assassin,Enigma,1
5667,Lifestealer,Pudge,Dragon Knight,Riki,Silencer,1
5668,Invoker,Doom,Venomancer,Sven,Ursa,1
5669,Zeus,Gyrocopter,Rubick,Tidehunter,Shadow Fiend,1
5670,Centaur Warrunner,Magnus,Troll Warlord,Death Prophet,Warlock,1
5671,Puck,Lifestealer,Enchantress,Bounty Hunter,Viper,1
5672,Lion,Sand King,Beastmaster,Phantom Lancer,Riki,1
5673,Shadow Fiend,Brewmaster,Warlock,Doom,Witch Doctor,1
5674,Anti-Mage,Nature's Prophet,Slardar,Brewmaster,Venomancer,1
5675,Venomancer,Mirana,Chaos Knight,Alchemist,Pudge,1
5676,Lifestealer,Anti-Mage,Silencer,Lina,Beastmaster,1
5677,Timbersaw,Batrider,Chaos Knight,Windrunner,Riki,1
5678,Mirana,Silencer,Slark,Ursa,Shadow Demon,1
5679,Pudge,Invoker,Witch Doctor,Ursa,Luna,1
5680,Huskar,Templar Assassin,Riki,Ogre Magi,Alchemist,1
5681,Earthshaker,Morphling,Queen of Pain,Viper,Lifestealer,1
5682,Lifestealer,Clinkz,Timbersaw,Leshrac,Beastmaster,1
5683,Weaver,Anti-Mage,Broodmother,Timbersaw,Crystal Maiden,1
5684,Lifestealer,Leshrac,Batrider,Tinker,Timbersaw,1
5685,Pudge,Invoker,Warlock,Rubick,Phantom Lancer,1
5686,Rubick,Keeper of the Light,Luna,Leshrac,Ursa,1
5687,Lion,Gyrocopter,Viper,Sven,Sand King,1
5688,Invoker,Chaos Knight,Treant Protector,Tinker,Warlock,1
5689,Outworld Devourer,Windrunner,Phantom Lancer,Templar Assassin,Tidehunter,1
5690,Shadow Fiend,Wisp,Rubick,Gyrocopter,Shadow Shaman,1
5691,Lina,Lycanthrope,Drow Ranger,Phantom Assassin,Jakiro,1
5692,Sand King,Invoker,Sven,Queen of Pain,Huskar,1
5693,Pudge,Wisp,Nature's Prophet,Night Stalker,Bloodseeker,1
5694,Razor,Bounty Hunter,Sand King,Enigma,Pudge,1
5695,Nyx Assassin,Jakiro,Invoker,Dark Seer,Drow Ranger,1
5696,Vengeful Spirit,Skeleton King,Invoker,Doom,Tiny,1
5697,Magnus,Troll Warlord,Jakiro,Queen of Pain,Undying,1
5698,Venomancer,Rubick,Luna,Storm Spirit,Faceless Void,1
5699,Pudge,Night Stalker,Ancient Apparition,Medusa,Shadow Fiend,1
5700,Zeus,Pugna,Juggernaut,Batrider,Warlock,1
5701,Medusa,Nature's Prophet,Nyx Assassin,Huskar,Centaur Warrunner,1
5702,Chen,Queen of Pain,Crystal Maiden,Kunkka,Morphling,1
5703,Riki,Faceless Void,Ancient Apparition,Templar Assassin,Enchantress,1
5704,Windrunner,Enigma,Disruptor,Kunkka,Queen of Pain,1
5705,Tiny,Wisp,Nature's Prophet,Templar Assassin,Lone Druid,1
5706,Omniknight,Invoker,Wisp,Axe,Chaos Knight,1
5707,Doom,Razor,Juggernaut,Spectre,Necrolyte,1
5708,Rubick,Pudge,Troll Warlord,Outworld Devourer,Bounty Hunter,1
5709,Ogre Magi,Timbersaw,Queen of Pain,Drow Ranger,Nyx Assassin,1
5710,Luna,Windrunner,Shadow Fiend,Enchantress,Dazzle,1
5711,Kunkka,Morphling,Batrider,Tiny,Brewmaster,1
5712,Batrider,Sand King,Lifestealer,Queen of Pain,Lion,1
5713,Omniknight,Axe,Shadow Shaman,Storm Spirit,Drow Ranger,1
5714,Enigma,Spirit Breaker,Storm Spirit,Lion,Lone Druid,1
5715,Rubick,Storm Spirit,Juggernaut,Slardar,Viper,1
5716,Venomancer,Tinker,Wisp,Pudge,Viper,1
5717,Tinker,Spirit Breaker,Jakiro,Phantom Lancer,Sven,1
5718,Puck,Sand King,Nyx Assassin,Enigma,Sniper,1
5719,Invoker,Bounty Hunter,Nature's Prophet,Faceless Void,Lina,1
5720,Luna,Troll Warlord,Brewmaster,Gyrocopter,Venomancer,1
5721,Nyx Assassin,Anti-Mage,Zeus,Crystal Maiden,Batrider,1
5722,Leshrac,Lone Druid,Riki,Nyx Assassin,Batrider,1
5723,Anti-Mage,Shadow Demon,Magnus,Pudge,Bounty Hunter,1
5724,Ursa,Sand King,Lifestealer,Brewmaster,Storm Spirit,1
5725,Shadow Fiend,Storm Spirit,Lifestealer,Lich,Windrunner,1
5726,Medusa,Enigma,Troll Warlord,Shadow Demon,Outworld Devourer,1
5727,Tinker,Sven,Phantom Lancer,Batrider,Disruptor,1
5728,Tinker,Weaver,Windrunner,Phantom Lancer,Riki,1
5729,Troll Warlord,Tiny,Silencer,Pudge,Slardar,1
5730,Chaos Knight,Spectre,Axe,Troll Warlord,Wisp,1
5731,Lion,Drow Ranger,Queen of Pain,Juggernaut,Outworld Devourer,1
5732,Rubick,Night Stalker,Spectre,Axe,Clockwerk,1
5733,Treant Protector,Ogre Magi,Lich,Vengeful Spirit,Gyrocopter,1
5734,Necrolyte,Night Stalker,Storm Spirit,Nyx Assassin,Sven,1
5735,Chaos Knight,Wisp,Tidehunter,Clockwerk,Templar Assassin,1
5736,Outworld Devourer,Magnus,Gyrocopter,Pudge,Nature's Prophet,1
5737,Bounty Hunter,Nyx Assassin,Jakiro,Storm Spirit,Templar Assassin,1
5738,Broodmother,Luna,Queen of Pain,Clockwerk,Tiny,1
5739,Sven,Bounty Hunter,Sand King,Shadow Demon,Lina,1
5740,Lion,Dragon Knight,Anti-Mage,Shadow Shaman,Zeus,1
5741,Bounty Hunter,Slark,Axe,Keeper of the Light,Invoker,1
5742,Ursa,Pugna,Shadow Fiend,Lich,Pudge,1
5743,Slark,Queen of Pain,Sniper,Necrolyte,Clockwerk,1
5744,Lone Druid,Dark Seer,Wisp,Lion,Lina,1
5745,Queen of Pain,Windrunner,Anti-Mage,Night Stalker,Omniknight,1
5746,Windrunner,Night Stalker,Lycanthrope,Disruptor,Skeleton King,1
5747,Nature's Prophet,Windrunner,Sniper,Undying,Queen of Pain,1
5748,Phantom Assassin,Bane,Doom,Templar Assassin,Gyrocopter,1
5749,Invoker,Lifestealer,Disruptor,Pugna,Faceless Void,1
5750,Silencer,Tinker,Sniper,Windrunner,Shadow Fiend,1
5751,Troll Warlord,Spirit Breaker,Death Prophet,Morphling,Axe,1
5752,Broodmother,Death Prophet,Earthshaker,Shadow Shaman,Beastmaster,1
5753,Pugna,Razor,Zeus,Tiny,Shadow Fiend,1
5754,Broodmother,Razor,Lion,Spectre,Ogre Magi,1
5755,Windrunner,Pudge,Silencer,Chen,Nyx Assassin,1
5756,Sniper,Ancient Apparition,Templar Assassin,Pugna,Beastmaster,1
5757,Meepo,Spirit Breaker,Lich,Juggernaut,Shadow Demon,1
5758,Kunkka,Shadow Demon,Sand King,Magnus,Weaver,1
5759,Brewmaster,Enchantress,Lina,Queen of Pain,Lifestealer,1
5760,Bounty Hunter,Invoker,Vengeful Spirit,Drow Ranger,Omniknight,1
5761,Queen of Pain,Luna,Dark Seer,Lifestealer,Jakiro,1
5762,Dragon Knight,Nyx Assassin,Timbersaw,Pudge,Night Stalker,1
5763,Mirana,Doom,Drow Ranger,Visage,Nyx Assassin,1
5764,Invoker,Drow Ranger,Bounty Hunter,Clockwerk,Tidehunter,1
5765,Windrunner,Disruptor,Alchemist,Tidehunter,Templar Assassin,1
5766,Lone Druid,Dark Seer,Nyx Assassin,Shadow Fiend,Batrider,1
5767,Necrolyte,Mirana,Tiny,Centaur Warrunner,Lone Druid,1
5768,Dark Seer,Riki,Alchemist,Ogre Magi,Shadow Fiend,1
5769,Pudge,Alchemist,Windrunner,Jakiro,Medusa,1
5770,Sven,Bounty Hunter,Timbersaw,Storm Spirit,Earthshaker,1
5771,Alchemist,Storm Spirit,Tidehunter,Pudge,Silencer,1
5772,Shadow Shaman,Lone Druid,Clockwerk,Slark,Clinkz,1
5773,Ursa,Clinkz,Invoker,Ancient Apparition,Spectre,1
5774,Sand King,Viper,Slardar,Undying,Necrolyte,1
5775,Clockwerk,Queen of Pain,Enigma,Kunkka,Anti-Mage,1
5776,Viper,Jakiro,Slark,Nature's Prophet,Queen of Pain,1
5777,Nyx Assassin,Lycanthrope,Sand King,Puck,Alchemist,1
5778,Ancient Apparition,Naga Siren,Silencer,Bounty Hunter,Lifestealer,1
5779,Kunkka,Lina,Windrunner,Anti-Mage,Brewmaster,1
5780,Phantom Lancer,Clockwerk,Nyx Assassin,Necrolyte,Windrunner,1
5781,Mirana,Phantom Lancer,Bane,Invoker,Leshrac,1
5782,Viper,Kunkka,Warlock,Anti-Mage,Disruptor,1
5783,Drow Ranger,Sven,Invoker,Warlock,Rubick,1
5784,Bane,Dragon Knight,Shadow Fiend,Slark,Shadow Shaman,1
5785,Mirana,Shadow Shaman,Axe,Doom,Invoker,1
5786,Zeus,Sniper,Necrolyte,Chaos Knight,Drow Ranger,1
5787,Lina,Bane,Riki,Earthshaker,Invoker,1
5788,Enigma,Sand King,Dragon Knight,Shadow Shaman,Death Prophet,1
5789,Ancient Apparition,Faceless Void,Skeleton King,Brewmaster,Lone Druid,1
5790,Earthshaker,Drow Ranger,Invoker,Kunkka,Vengeful Spirit,1
5791,Axe,Ancient Apparition,Necrolyte,Phantom Lancer,Dazzle,1
5792,Disruptor,Pudge,Shadow Fiend,Sand King,Slardar,1
5793,Skeleton King,Ancient Apparition,Queen of Pain,Ursa,Mirana,1
5794,Axe,Juggernaut,Slark,Sand King,Storm Spirit,1
5795,Sand King,Queen of Pain,Tinker,Night Stalker,Anti-Mage,1
5796,Medusa,Leshrac,Razor,Keeper of the Light,Tinker,1
5797,Zeus,Rubick,Tidehunter,Tinker,Gyrocopter,1
5798,Windrunner,Earthshaker,Nature's Prophet,Storm Spirit,Night Stalker,1
5799,Dark Seer,Shadow Fiend,Disruptor,Magnus,Lifestealer,1
5800,Clinkz,Ogre Magi,Queen of Pain,Lifestealer,Magnus,1
5801,Pudge,Puck,Rubick,Tidehunter,Anti-Mage,1
5802,Invoker,Shadow Fiend,Faceless Void,Crystal Maiden,Nature's Prophet,1
5803,Venomancer,Anti-Mage,Pudge,Bounty Hunter,Jakiro,1
5804,Lion,Weaver,Mirana,Batrider,Windrunner,1
5805,Batrider,Zeus,Troll Warlord,Lone Druid,Enigma,1
5806,Doom,Dark Seer,Naga Siren,Invoker,Lina,1
5807,Shadow Fiend,Templar Assassin,Sven,Kunkka,Magnus,1
5808,Timbersaw,Phantom Lancer,Queen of Pain,Doom,Alchemist,1
5809,Anti-Mage,Wisp,Pudge,Batrider,Magnus,1
5810,Invoker,Jakiro,Enigma,Razor,Morphling,1
5811,Queen of Pain,Drow Ranger,Crystal Maiden,Axe,Weaver,1
5812,Pugna,Wisp,Undying,Dragon Knight,Phantom Lancer,1
5813,Juggernaut,Nyx Assassin,Storm Spirit,Dragon Knight,Lycanthrope,1
5814,Shadow Fiend,Chen,Bane,Omniknight,Bounty Hunter,1
5815,Earthshaker,Windrunner,Brewmaster,Nyx Assassin,Anti-Mage,1
5816,Phantom Lancer,Clockwerk,Necrolyte,Viper,Pudge,1
5817,Magnus,Lifestealer,Jakiro,Ogre Magi,Windrunner,1
5818,Lone Druid,Clockwerk,Lich,Windrunner,Storm Spirit,1
5819,Nature's Prophet,Axe,Warlock,Sand King,Phantom Assassin,1
5820,Earthshaker,Sand King,Windrunner,Enigma,Phantom Assassin,1
5821,Leshrac,Slark,Rubick,Skeleton King,Crystal Maiden,1
5822,Tinker,Ursa,Crystal Maiden,Bounty Hunter,Drow Ranger,1
5823,Viper,Centaur Warrunner,Rubick,Phantom Lancer,Puck,1
5824,Mirana,Kunkka,Riki,Clockwerk,Zeus,1
5825,Bane,Phantom Assassin,Invoker,Sand King,Rubick,1
5826,Faceless Void,Queen of Pain,Treant Protector,Dark Seer,Nature's Prophet,1
5827,Shadow Demon,Outworld Devourer,Undying,Lich,Pudge,1
5828,Leshrac,Slark,Bounty Hunter,Wisp,Nature's Prophet,1
5829,Enigma,Undying,Nyx Assassin,Tidehunter,Morphling,1
5830,Death Prophet,Timbersaw,Shadow Fiend,Troll Warlord,Nyx Assassin,1
5831,Pudge,Crystal Maiden,Medusa,Bloodseeker,Phantom Lancer,1
5832,Invoker,Tidehunter,Chaos Knight,Earthshaker,Troll Warlord,1
5833,Shadow Fiend,Lion,Jakiro,Anti-Mage,Pudge,1
5834,Kunkka,Invoker,Rubick,Lifestealer,Bounty Hunter,1
5835,Alchemist,Jakiro,Gyrocopter,Nature's Prophet,Pudge,1
5836,Phantom Lancer,Alchemist,Shadow Demon,Windrunner,Zeus,1
5837,Alchemist,Drow Ranger,Broodmother,Disruptor,Tinker,1
5838,Drow Ranger,Omniknight,Windrunner,Earthshaker,Anti-Mage,1
5839,Crystal Maiden,Omniknight,Magnus,Ursa,Wisp,1
5840,Night Stalker,Phantom Lancer,Nyx Assassin,Keeper of the Light,Nature's Prophet,1
5841,Drow Ranger,Visage,Ogre Magi,Bane,Luna,1
5842,Phantom Lancer,Enigma,Rubick,Sven,Pudge,1
5843,Bounty Hunter,Juggernaut,Pudge,Queen of Pain,Ogre Magi,1
5844,Weaver,Nyx Assassin,Lycanthrope,Windrunner,Visage,1
5845,Lina,Beastmaster,Axe,Pudge,Troll Warlord,1
5846,Lion,Shadow Fiend,Luna,Ursa,Pudge,1
5847,Outworld Devourer,Troll Warlord,Kunkka,Nyx Assassin,Shadow Demon,1
5848,Lich,Shadow Demon,Magnus,Earthshaker,Axe,1
5849,Queen of Pain,Ogre Magi,Venomancer,Huskar,Meepo,1
5850,Kunkka,Juggernaut,Luna,Bounty Hunter,Batrider,1
5851,Storm Spirit,Clinkz,Spectre,Lone Druid,Nature's Prophet,1
5852,Spirit Breaker,Juggernaut,Tinker,Lifestealer,Witch Doctor,1
5853,Axe,Bounty Hunter,Faceless Void,Invoker,Treant Protector,1
5854,Bounty Hunter,Death Prophet,Brewmaster,Keeper of the Light,Pugna,1
5855,Witch Doctor,Lycanthrope,Pudge,Clockwerk,Dragon Knight,1
5856,Naga Siren,Keeper of the Light,Sven,Nyx Assassin,Pudge,1
5857,Juggernaut,Silencer,Ancient Apparition,Shadow Demon,Sven,1
5858,Rubick,Dark Seer,Jakiro,Phantom Lancer,Silencer,1
5859,Necrolyte,Batrider,Axe,Tinker,Silencer,1
5860,Drow Ranger,Shadow Fiend,Nyx Assassin,Lifestealer,Timbersaw,1
5861,Templar Assassin,Phantom Lancer,Sand King,Zeus,Keeper of the Light,1
5862,Wisp,Riki,Slark,Storm Spirit,Brewmaster,1
5863,Faceless Void,Batrider,Lich,Phantom Lancer,Pugna,1
5864,Lina,Invoker,Drow Ranger,Pudge,Brewmaster,1
5865,Brewmaster,Clinkz,Keeper of the Light,Nyx Assassin,Spectre,1
5866,Crystal Maiden,Wisp,Magnus,Viper,Shadow Fiend,1
5867,Nyx Assassin,Kunkka,Tidehunter,Zeus,Drow Ranger,1
5868,Omniknight,Chaos Knight,Phantom Assassin,Keeper of the Light,Troll Warlord,1
5869,Lion,Troll Warlord,Spectre,Pudge,Ogre Magi,1
5870,Silencer,Magnus,Viper,Nyx Assassin,Lion,1
5871,Luna,Lone Druid,Windrunner,Shadow Fiend,Vengeful Spirit,1
5872,Phantom Assassin,Shadow Demon,Viper,Ogre Magi,Storm Spirit,1
5873,Lifestealer,Tidehunter,Zeus,Windrunner,Gyrocopter,1
5874,Lifestealer,Rubick,Queen of Pain,Broodmother,Pudge,1
5875,Pudge,Shadow Demon,Medusa,Magnus,Jakiro,1
5876,Lone Druid,Treant Protector,Lion,Witch Doctor,Faceless Void,1
5877,Dragon Knight,Kunkka,Medusa,Faceless Void,Rubick,1
5878,Disruptor,Shadow Fiend,Chaos Knight,Nature's Prophet,Rubick,1
5879,Wisp,Queen of Pain,Windrunner,Lifestealer,Skeleton King,1
5880,Bane,Lifestealer,Pudge,Viper,Alchemist,1
5881,Faceless Void,Drow Ranger,Night Stalker,Lina,Zeus,1
5882,Tidehunter,Dazzle,Weaver,Nyx Assassin,Luna,1
5883,Night Stalker,Viper,Leshrac,Sand King,Nature's Prophet,1
5884,Clockwerk,Enigma,Weaver,Templar Assassin,Leshrac,1
5885,Necrolyte,Tiny,Shadow Fiend,Jakiro,Keeper of the Light,1
5886,Bane,Troll Warlord,Silencer,Phantom Lancer,Keeper of the Light,1
5887,Slardar,Dark Seer,Witch Doctor,Bounty Hunter,Invoker,1
5888,Disruptor,Omniknight,Warlock,Lina,Nyx Assassin,1
5889,Weaver,Windrunner,Doom,Pudge,Luna,1
5890,Phantom Lancer,Troll Warlord,Storm Spirit,Pudge,Disruptor,1
5891,Anti-Mage,Tiny,Batrider,Earthshaker,Phantom Assassin,1
5892,Tinker,Rubick,Nyx Assassin,Warlock,Storm Spirit,1
5893,Warlock,Queen of Pain,Vengeful Spirit,Drow Ranger,Razor,1
5894,Lina,Outworld Devourer,Batrider,Lifestealer,Drow Ranger,1
5895,Rubick,Enigma,Doom,Pudge,Alchemist,1
5896,Leshrac,Riki,Doom,Sand King,Bounty Hunter,1
5897,Tidehunter,Sniper,Wisp,Timbersaw,Undying,1
5898,Leshrac,Slark,Shadow Shaman,Axe,Gyrocopter,1
5899,Leshrac,Doom,Windrunner,Queen of Pain,Kunkka,1
5900,Dragon Knight,Storm Spirit,Dark Seer,Lycanthrope,Juggernaut,1
5901,Bounty Hunter,Brewmaster,Warlock,Kunkka,Medusa,1
5902,Lion,Leshrac,Nature's Prophet,Viper,Luna,1
5903,Magnus,Juggernaut,Phantom Lancer,Silencer,Sand King,1
5904,Batrider,Centaur Warrunner,Slark,Drow Ranger,Crystal Maiden,1
5905,Undying,Kunkka,Dragon Knight,Ancient Apparition,Keeper of the Light,1
5906,Beastmaster,Weaver,Undying,Silencer,Shadow Shaman,1
5907,Ursa,Ogre Magi,Bane,Queen of Pain,Tidehunter,1
5908,Enchantress,Earthshaker,Lone Druid,Gyrocopter,Invoker,1
5909,Clockwerk,Silencer,Wisp,Anti-Mage,Crystal Maiden,1
5910,Nature's Prophet,Spirit Breaker,Visage,Faceless Void,Vengeful Spirit,1
5911,Windrunner,Templar Assassin,Rubick,Pudge,Sniper,1
5912,Shadow Fiend,Razor,Clockwerk,Outworld Devourer,Disruptor,1
